Track name,Artist name,Album,Playlist name,Type,ISRC
"Irene Cara · Keith Forsey · Giorgio Moroder - Flashdance… What A Feeling","","","Tudo e qualquer coisa","Playlist",""
"a-ha - The Sun Always Shines on T.V.","","","Tudo e qualquer coisa","Playlist",""
"Erasure - A Little Respect (2009 Remaster)","","","Tudo e qualquer coisa","Playlist",""
"Philip Bailey · Phil Collins - Easy Lover","","","Tudo e qualquer coisa","Playlist",""
"Talk Talk - Such a Shame","","","Tudo e qualquer coisa","Playlist",""
"Tears For Fears - Shout","","","Tudo e qualquer coisa","Playlist",""
"Motoi Sakuraba · Motoi Sakuraba - Gwyn, Lord of Cinder","","","Tudo e qualquer coisa","Playlist",""
"a-ha - The Living Daylights (2015 Remaster)","","","Tudo e qualquer coisa","Playlist",""
"Fleetwood Mac - Everywhere (2017 Remaster)","","","Tudo e qualquer coisa","Playlist",""
"The Smiths - The Boy with the Thorn in His Side (2011 Remaster)","","","Tudo e qualquer coisa","Playlist",""
"Fleetwood Mac - Little Lies (2017 Remaster)","","","Tudo e qualquer coisa","Playlist",""
"a-ha - Hunting High and Low","","","Tudo e qualquer coisa","Playlist",""
"Kate Bush - Running Up That Hill (A Deal With God)","","","Tudo e qualquer coisa","Playlist",""
"The Police - Every Breath You Take","","","Tudo e qualquer coisa","Playlist",""
"The Smiths - This Charming Man (2011 Remaster)","","","Tudo e qualquer coisa","Playlist",""
"Tears For Fears - Everybody Wants To Rule The World","","","Tudo e qualquer coisa","Playlist",""
"The Romantics - Talking In Your Sleep (2023 Remaster)","","","Tudo e qualquer coisa","Playlist",""
"Crowded House - Don't Dream It's Over","","","Tudo e qualquer coisa","Playlist",""
"The Cure - Inbetween Days","","","Tudo e qualquer coisa","Playlist",""
"Journey - Don't Stop Believin' (Live at The Summit, Houston, Texas, November 5, 1981)","","","Tudo e qualquer coisa","Playlist",""
"Bronski Beat - Smalltown Boy (Remastered)","","","Tudo e qualquer coisa","Playlist",""
"The Black Keys - Gold on the Ceiling","","","Tudo e qualquer coisa","Playlist",""
"Sugar Ray - When It's Over (David Kahne Main)","","","Tudo e qualquer coisa","Playlist",""
"Yeah Yeah Yeahs - Maps","","","Tudo e qualquer coisa","Playlist",""
"TWRP · The Protomen - Phantom Racer","","","Tudo e qualquer coisa","Playlist",""
"The Postal Service - Such Great Heights (Remastered)","","","Tudo e qualquer coisa","Playlist",""
"The Cure - Friday I'm In Love","","","Tudo e qualquer coisa","Playlist",""
"The Smiths - Bigmouth Strikes Again (2017 Master)","","","Tudo e qualquer coisa","Playlist",""
"The Naked And Famous - Young Blood","","","Tudo e qualquer coisa","Playlist",""
"The Cranberries - Linger","","","Tudo e qualquer coisa","Playlist",""
"Miami Horror - Sometimes","","","Tudo e qualquer coisa","Playlist",""
"Modest Mouse - Float On","","","Tudo e qualquer coisa","Playlist",""
"Fleetwood Mac - Dreams (2004 Remaster)","","","Tudo e qualquer coisa","Playlist",""
"The Hives - Tick Tick Boom","","","Tudo e qualquer coisa","Playlist",""
"The Police - Roxanne","","","Tudo e qualquer coisa","Playlist",""
"Queens Of The Stone Age - 3's & 7's","","","Tudo e qualquer coisa","Playlist",""
"Billy Idol - Eyes Without A Face","","","Tudo e qualquer coisa","Playlist",""
"Chris Isaak - Wicked Game","","","Tudo e qualquer coisa","Playlist",""
"The Romantics - Talking in Your Sleep","","","Tudo e qualquer coisa","Playlist",""
"Billy Idol · Generation X - Dancing With Myself","","","Tudo e qualquer coisa","Playlist",""
"The Beatles - Come Together (2019 Mix)","","","Tudo e qualquer coisa","Playlist",""
"CthulhuSeeker · Kaobnir - Slave Knight Gael (from ""Dark Souls III"")","","","Tudo e qualquer coisa","Playlist",""
"Goo Goo Dolls - Iris","","","Tudo e qualquer coisa","Playlist",""
"Passion Pit - Take a Walk","","","Tudo e qualquer coisa","Playlist",""
"The Calling - Wherever You Will Go","","","Tudo e qualquer coisa","Playlist",""
"Yellowcard - Ocean Avenue","","","Tudo e qualquer coisa","Playlist",""
"Sixpence None The Richer - Kiss Me","","","Tudo e qualquer coisa","Playlist",""
"The Cranberries - Zombie","","","Tudo e qualquer coisa","Playlist",""
"The Cure - Just Like Heaven","","","Tudo e qualquer coisa","Playlist",""
"The All-American Rejects - Swing, Swing","","","Tudo e qualquer coisa","Playlist",""
"Motoi Sakuraba · Motoi Sakuraba - Ornstein & Smough","","","Tudo e qualquer coisa","Playlist",""
"Keygen Church · Vittorio D'Amore - UltraChurch (ULTRAKILL) (Original Game Soundtrack)","","","Tudo e qualquer coisa","Playlist",""
"Disturbed - Decadence","","","Tudo e qualquer coisa","Playlist",""
"Disturbed - Down with the Sickness","","","Tudo e qualquer coisa","Playlist",""
"SIE Sound Team · Ryan Amon · Penka Kouneva - The Hunter","","","Tudo e qualquer coisa","Playlist",""
"Haruko Komiya · 目黒将司 - Dance Hymn of the Soul (Disco In Velvet Room)","","","Tudo e qualquer coisa","Playlist",""
"01 Persona PSP:  Dream of Butterfly -Lyrics and English translation","","","Tudo e qualquer coisa","Playlist",""
"Tame Impala - Borderline","","","Tudo e qualquer coisa","Playlist",""
"Cage The Elephant - Come A Little Closer","","","Tudo e qualquer coisa","Playlist",""
"Arctic Monkeys - Old Yellow Bricks","","","Tudo e qualquer coisa","Playlist",""
"The Royston Club - Tangled Up","","","Tudo e qualquer coisa","Playlist",""
"Arthur Rubinstein · Frédéric Chopin - Waltz, Op. 64 No. 2 in C-Sharp Minor (Remastered)","","","Tudo e qualquer coisa","Playlist",""
"François Chaplin - Nocturne in C Minor, Op. Posthume","","","Tudo e qualquer coisa","Playlist",""
"Lucas King - Für Elise as a Chopin Nocturne","","","Tudo e qualquer coisa","Playlist",""
"Frédéric Chopin - Waltz No. 7 in c sharp minor, Op. 64,2","","","Tudo e qualquer coisa","Playlist",""
"The Offspring - Self Esteem (2008 Remaster)","","","Tudo e qualquer coisa","Playlist",""
"Simple Plan - You Suck at Love","","","Tudo e qualquer coisa","Playlist",""
"My Chemical Romance - Na Na Na (Na Na Na Na Na Na Na Na Na)","","","Tudo e qualquer coisa","Playlist",""
"Andrew Garden · Andy DeGrasse - hesitation","","","Tudo e qualquer coisa","Playlist",""
"boy pablo - Feeling Lonely","","","Tudo e qualquer coisa","Playlist",""
"The Rare Occasions - Backwards","","","Tudo e qualquer coisa","Playlist",""
"Cavetown - Devil Town","","","Tudo e qualquer coisa","Playlist",""
"INOHA - Saturday Nights","","","Tudo e qualquer coisa","Playlist",""
"The Backseat Lovers - Out of Tune","","","Tudo e qualquer coisa","Playlist",""
"Aidan Bissett - All That I'm Craving","","","Tudo e qualquer coisa","Playlist",""
"The Wrecks - Favorite Liar","","","Tudo e qualquer coisa","Playlist",""
"HUNNY - Vowels (and the Importance of Being Me)","","","Tudo e qualquer coisa","Playlist",""
"Park Eun Shik · Frédéric Chopin - Nocturne No. 19 in E-Minor, Op. Posth 72 No. 1","","","Tudo e qualquer coisa","Playlist",""
"François Chaplin - Nocturne in F Sharp Major, Op. 15 No. 2: ""A Monsieur F. Hiller""","","","Tudo e qualquer coisa","Playlist",""
"Claude Debussy - Clair De Lune","","","Tudo e qualquer coisa","Playlist",""
"SIE Sound Team · Nobuyoshi Suzuki · Jim Fowler - Ludwig, the Holy Blade","","","Tudo e qualquer coisa","Playlist",""
"Elden Ring Shadow of the Erdtree OST - Bayle the Dread","","","Tudo e qualquer coisa","Playlist",""
"The Promised Consort - Elden Ring Shadow Of The Erdtree OST Official Soundtrack Original Score","","","Tudo e qualquer coisa","Playlist",""
"Ludwig van Beethoven · Andrea Romano - Beethoven Moonlight Sonata","","","Tudo e qualquer coisa","Playlist",""
"Dark Souls III OST - Slave Knight Gael [Extended]","","","Tudo e qualquer coisa","Playlist",""
"Dark Souls III Soundtrack - Dragonslayer Armour (Armadura Asesina de Dragones)","","","Tudo e qualquer coisa","Playlist",""
"(Remastered) Dark Souls III Original Soundtrack Full - Darkeater Midir","","","Tudo e qualquer coisa","Playlist",""
"Nocturnal Spirits - In All Honesty, I Do","","","Tudo e qualquer coisa","Playlist",""
"Peter Sandberg - Summertime Daydream","","","Tudo e qualquer coisa","Playlist",""
"Haruko Komiya · ATLUS Sound Team · ATLUS GAME MUSIC · 目黒将司 · 目黒将司 - 全ての人の魂の戦い (P3R ver.)","","","Tudo e qualquer coisa","Playlist",""
"The Royston Club - I'm a Liar","","","Tudo e qualquer coisa","Playlist",""
"Peter McPoland - Digital Silence","","","Tudo e qualquer coisa","Playlist",""
"Keiichi Okabe · Keiichi Okabe · Keiichi Okabe - 還ラナイ声/ギター","","","Tudo e qualquer coisa","Playlist",""
"Keigo Hoashi · Keigo Hoashi · Keigo Hoashi - 遊園施設","","","Tudo e qualquer coisa","Playlist",""
"ATLUS Sound Team · 目黒将司 - The Almighty","","","Tudo e qualquer coisa","Playlist",""
"ATLUS Sound Team · 目黒将司 - I'll Face Myself (-Battle-)","","","Tudo e qualquer coisa","Playlist",""
"Velvet Room - Persona 2 Eternal Punishment (2000)","","","Tudo e qualquer coisa","Playlist",""
"Shihoko Hirata - sky's the limit","","","Tudo e qualquer coisa","Playlist",""
"ATLUS Sound Team · 喜多條敦志 · 喜多條敦志 - BAR にゅぅカマー","","","Tudo e qualquer coisa","Playlist",""
"A Lone Prayer - Persona 1 (PSP)","","","Tudo e qualquer coisa","Playlist",""
"Frédéric Chopin - Nocturne No. 2 in E flat Major, Op. 9,2","","","Tudo e qualquer coisa","Playlist",""
"Virginio Aiello & on piano - Van Gogh","","","Tudo e qualquer coisa","Playlist",""
"Evan Call - Across the Violet Sky","","","Tudo e qualquer coisa","Playlist",""
"Daisuke Ishiwatari - Give me a break","","","Tudo e qualquer coisa","Playlist",""
"Slam Dunk - Ending 1","","","Tudo e qualquer coisa","Playlist",""
"コーエーテクモサウンド · アトラスサウンドチーム · コーエーテクモサウンド - Keeper of Lust -Scramble-","","","Tudo e qualquer coisa","Playlist",""
"Impellitteri - Since You've Been Gone","","","Tudo e qualquer coisa","Playlist",""
"Steve Vai - For the Love of God","","","Tudo e qualquer coisa","Playlist",""
"Eric Johnson - Cliffs Of Dover (Instrumental)","","","Tudo e qualquer coisa","Playlist",""
"Mr. Big - Daddy, Brother, Lover, Little Boy (The Electric Drill Song)","","","Tudo e qualquer coisa","Playlist",""
"Intervals - mnemonic","","","Tudo e qualquer coisa","Playlist",""
"Grimes · Lizzy Wizzy - Delicate Weapon","","","Tudo e qualquer coisa","Playlist",""
"Dazegxd · Kaiyko - emotion engine","","","Tudo e qualquer coisa","Playlist",""
"Yumi Kawamura · Lotus Juice · ATLUS · ATLUS · ATLUS - Moonlight Serendipity","","","Tudo e qualquer coisa","Playlist",""
"Hikaru Utada - One Last Kiss","","","Tudo e qualquer coisa","Playlist",""
"ミカヅキBIGWAVE - Emotional Prism 感情的なプリズム","","","Tudo e qualquer coisa","Playlist",""
"Noriyo Ikeda - Dream In The Street","","","Tudo e qualquer coisa","Playlist",""
"Junko Ohashi - Telephone Number","","","Tudo e qualquer coisa","Playlist",""
"Anri - SHYNESS BOY","","","Tudo e qualquer coisa","Playlist",""
"八神純子 - 夜空のイヤリング","","","Tudo e qualquer coisa","Playlist",""
"CosmicFM · CosmicFM · Junko Ohashi - Sweet Love","","","Tudo e qualquer coisa","Playlist",""
"Slam Dunk - Ending 2 | Sekai ga Owaru Made wa 1080p","","","Tudo e qualquer coisa","Playlist",""
"Miki Matsubara - 真夜中のドア/Stay With Me","","","Tudo e qualquer coisa","Playlist",""
"Reiko Takahashi - サンセット・ロード","","","Tudo e qualquer coisa","Playlist",""
"Yasuha - Fly-day Chinatown","","","Tudo e qualquer coisa","Playlist",""
"Cindy - Watashitachi o Shinjite Ite","","","Tudo e qualquer coisa","Playlist",""
"Meiko Nakahara - Fantasy","","","Tudo e qualquer coisa","Playlist",""
"Junko Ohashi - Sweet Love","","","Tudo e qualquer coisa","Playlist",""
"Yurie Kokubu - Just A Joke","","","Tudo e qualquer coisa","Playlist",""
"Taeko Onuki - 4:00 A.M.","","","Tudo e qualquer coisa","Playlist",""
"Takako Mamiya - Mayonakano Joke","","","Tudo e qualquer coisa","Playlist",""
"八神純子 - 黄昏のBAY CITY","","","Tudo e qualquer coisa","Playlist",""
"Mariya Takeuchi - Plastic Love","","","Tudo e qualquer coisa","Playlist",""
"Miki Matsubara - Stay With Me (cyberpunk/synthwave remix)","","","Tudo e qualquer coisa","Playlist",""
"Plastic Love (cyberpunk/synthwave remix)","","","Tudo e qualquer coisa","Playlist",""
"Dream Theater - Take the Time","","","Tudo e qualquer coisa","Playlist",""
"Slam Dunk - Ending Full 1『Anata Dake Mitsumeteru』by Maki Ohguro - Lyrics","","","Tudo e qualquer coisa","Playlist",""
"BAAD - 君が好きだと叫びたい","","","Tudo e qualquer coisa","Playlist",""
"Mozart Piano Sonata No 11 A major K 331, Daniel Barenboim","","","Tudo e qualquer coisa","Playlist",""
"Peter Schmalfuss · Frederic Chopin - Nocturne No. 8 in D-Flat Major, Op. 27, No. 2","","","Tudo e qualquer coisa","Playlist",""
"Mozart Piano Sonata No 16 C major K 545 Barenboim","","","Tudo e qualquer coisa","Playlist",""
"François Chaplin - Nocturne No. 20 in C Sharp Minor, Op. Posthume 1830","","","Tudo e qualquer coisa","Playlist",""
"André Rieu · Johann Strauss Orchestra - The Second Waltz, Op. 99a","","","Tudo e qualquer coisa","Playlist",""
"Cyprien Katsaris - Fantasia for Piano in D Minor, K. 397","","","Tudo e qualquer coisa","Playlist",""
"Grigory Sokolov – Mozart: Piano Sonata No. 16 in C Major, ""Sonata facile"": II. Andante (WPD)","","","Tudo e qualquer coisa","Playlist",""
"Lang Lang—  Mozart: Sonata in C, K. 545, Allegro","","","Tudo e qualquer coisa","Playlist",""
"Persona PSP OST - School Days","","","Tudo e qualquer coisa","Playlist",""
"Persona 2: Innocent Sin - Velvet Room","","","Tudo e qualquer coisa","Playlist",""
"Dayglow · Sloan Struble - Close To You","","","Tudo e qualquer coisa","Playlist",""
"アトラスサウンドチーム · アトラスサウンドチーム · アトラスサウンドチーム - No More What Ifs -instrumental version-","","","Tudo e qualquer coisa","Playlist",""
"Shihoko Hirata · 田中怜子 · 目黒将司 - Reach Out To The Truth (Dancing on PERSONA STAGE)","","","Tudo e qualquer coisa","Playlist",""
"Lyn · アトラスサウンドチーム · アトラスサウンドチーム · アトラスサウンドチーム - Axe to Grind","","","Tudo e qualquer coisa","Playlist",""
"Lyn · アトラスサウンドチーム · アトラスサウンドチーム · アトラスサウンドチーム - What you wish for","","","Tudo e qualquer coisa","Playlist",""
"Shihoko Hirata · Lotus Juice · Benjamin Franklin · Lotus Juice · 南場優 · RyoRca · 目黒将司 · 小塚良太 - Dance!","","","Tudo e qualquer coisa","Playlist",""
"Michael Bublé - Everything","","","Tudo e qualquer coisa","Playlist",""
"LOU GRANT - DON'T STOP THE MUSIC","","","Tudo e qualquer coisa","Playlist",""
"DAVE RODGERS - BEAT OF THE RISING SUN","","","Tudo e qualquer coisa","Playlist",""
"The Academic - Why Can't We Be Friends?","","","Tudo e qualquer coisa","Playlist",""
"sky's the limit -special mix-","","","Tudo e qualquer coisa","Playlist",""
"Mai Yamane · Yoko Kanno - The Real Folk Blues","","","Tudo e qualquer coisa","Playlist",""
"Seatbelts · Yoko Kanno - Tank!","","","Tudo e qualquer coisa","Playlist",""
"Vacations - Telephones","","","Tudo e qualquer coisa","Playlist",""
"Verzache - Needs","","","Tudo e qualquer coisa","Playlist",""
"Wallows - Calling After Me","","","Tudo e qualquer coisa","Playlist",""
"Far Caspian - Between Days","","","Tudo e qualquer coisa","Playlist",""
"Peach Fuzz - What Do You Want From This?","","","Tudo e qualquer coisa","Playlist",""
"George Ezra - Budapest","","","Tudo e qualquer coisa","Playlist",""
"Counting Crows - Mr. Jones","","","Tudo e qualquer coisa","Playlist",""
"Last Dinosaurs - Sense","","","Tudo e qualquer coisa","Playlist",""
"INOHA · Chris ""Frenchie"" Smith · Chris ""Frenchie"" Smith - Seventh Heaven","","","Tudo e qualquer coisa","Playlist",""
"late night drive home - Stress Relief","","","Tudo e qualquer coisa","Playlist",""
"Dayglow · Sloan Struble - Listerine","","","Tudo e qualquer coisa","Playlist",""
"The Jungle Giants - She's a Riot","","","Tudo e qualquer coisa","Playlist",""
"Ginger Root - Loretta","","","Tudo e qualquer coisa","Playlist",""
"Wallows - Quarterback","","","Tudo e qualquer coisa","Playlist",""
"Phoneboy · Justin Magnaye · Wyn Barnum · Richard Dana · James Fusco - Nevermind","","","Tudo e qualquer coisa","Playlist",""
"Endie - love like that","","","Tudo e qualquer coisa","Playlist",""
"HUNNY - Cry For Me","","","Tudo e qualquer coisa","Playlist",""
"Khai Dreams · Forest · Forrest Frank · Khai Nicholas Chi Duong - Come True","","","Tudo e qualquer coisa","Playlist",""
"Neon Trees - Animal","","","Tudo e qualquer coisa","Playlist",""
"Kevin Walkman - its alright :)","","","Tudo e qualquer coisa","Playlist",""
"Declan McKenna - Brazil","","","Tudo e qualquer coisa","Playlist",""
"The Royston Club - Blisters","","","Tudo e qualquer coisa","Playlist",""
"Andrea Romano - Beethoven (Moonlight Sonata) Full","","","Tudo e qualquer coisa","Playlist",""
"The Rare Occasions - Origami","","","Tudo e qualquer coisa","Playlist",""
"Clairo - Bags","","","Tudo e qualquer coisa","Playlist",""
"Crystal Castles - Vanished","","","Tudo e qualquer coisa","Playlist",""
"Grimes - Oblivion","","","Tudo e qualquer coisa","Playlist",""
"COIN - Talk Too Much","","","Tudo e qualquer coisa","Playlist",""
"Tipling Rock - Staring","","","Tudo e qualquer coisa","Playlist",""
"Peach Pit - Alrighty Aphrodite","","","Tudo e qualquer coisa","Playlist",""
"BØRNS - Electric Love","","","Tudo e qualquer coisa","Playlist",""
"Tyler, The Creator · Kali Uchis - See You Again","","","Tudo e qualquer coisa","Playlist",""
"Tame Impala - New Person, Same Old Mistakes","","","Tudo e qualquer coisa","Playlist",""
"The Last Shadow Puppets - Sweet Dreams, TN","","","Tudo e qualquer coisa","Playlist",""
"The Drums - Money","","","Tudo e qualquer coisa","Playlist",""
"Cults - Always Forever","","","Tudo e qualquer coisa","Playlist",""
"Mareux - The Perfect Girl","","","Tudo e qualquer coisa","Playlist",""
"Pastel Ghost - Dark Beach","","","Tudo e qualquer coisa","Playlist",""
"Childish Gambino · Donald Glover - Heartbeat","","","Tudo e qualquer coisa","Playlist",""
"Men I Trust - Show Me How","","","Tudo e qualquer coisa","Playlist",""
"Wallows · Clairo - Are You Bored Yet? (feat. Clairo)","","","Tudo e qualquer coisa","Playlist",""
"GROUPLOVE - Tongue Tied","","","Tudo e qualquer coisa","Playlist",""
"A-Wall - Loverboy","","","Tudo e qualquer coisa","Playlist",""
"Haruko Komiya · ATLUS · ATLUS - Battle Hymn of the Soul (Daisuke Asakura Remix)","","","Tudo e qualquer coisa","Playlist",""
"NAOKI · Arc System Works - Find Your One Way","","","Tudo e qualquer coisa","Playlist",""
"NAOKI · Arc System Works - Just Lean","","","Tudo e qualquer coisa","Playlist",""
"Foo Fighters - Walk","","","Tudo e qualquer coisa","Playlist",""
"Bon Jovi - These Days","","","Tudo e qualquer coisa","Playlist",""
"Metallica - Master of Puppets (Remastered)","","","Tudo e qualquer coisa","Playlist",""
"New York Jazz Lounge - Fly Me to the Moon","","","Tudo e qualquer coisa","Playlist",""
"Bill Evans - The Two Lonely People","","","Tudo e qualquer coisa","Playlist",""
"All Time Low - Dancing With A Wolf","","","Tudo e qualquer coisa","Playlist",""
"WesGhost - SPINE","","","Tudo e qualquer coisa","Playlist",""
"Pearl Jam - Dark Matter","","","Tudo e qualquer coisa","Playlist",""
"Florence + The Machine - Dog Days Are Over","","","Tudo e qualquer coisa","Playlist",""
"Ninja Sex Party · Brian Alexander Wecht · Leigh Daniel Avidan - Dragon Slayer","","","Tudo e qualquer coisa","Playlist",""
"TWRP - Bright Blue Sky","","","Tudo e qualquer coisa","Playlist",""
"Yellowcard · William Ryan Key · Sean Mackin · Ryan Mendez · Josh Portman - Childhood Eyes","","","Tudo e qualquer coisa","Playlist",""
"jxdn - SAD OCTOBER","","","Tudo e qualquer coisa","Playlist",""
"NateWantsToBattle - The Wrecked and the Worried","","","Tudo e qualquer coisa","Playlist",""
"Neon Trees - Songs I Can't Listen To","","","Tudo e qualquer coisa","Playlist",""
"half·alive - What's Wrong","","","Tudo e qualquer coisa","Playlist",""
"The Plot In You - Closure","","","Tudo e qualquer coisa","Playlist",""
"I DONT KNOW HOW BUT THEY FOUND ME - Leave Me Alone","","","Tudo e qualquer coisa","Playlist",""
"Against the Current · Chrissy Costanza · Jon Lundin · Dan Gow · Will Ferri - silent stranger","","","Tudo e qualquer coisa","Playlist",""
"Death Lens - Cold World","","","Tudo e qualquer coisa","Playlist",""
"ATLUS Sound Team · 目黒将司 - I'll Face Myself","","","Tudo e qualquer coisa","Playlist",""
"Alien Ant Farm · Esjay Jones - Storms Over","","","Tudo e qualquer coisa","Playlist",""
"Sum 41 - Landmines","","","Tudo e qualquer coisa","Playlist",""
"Set It Off - Punching Bag","","","Tudo e qualquer coisa","Playlist",""
"Fame On Fire - Nightmare (The Devil)","","","Tudo e qualquer coisa","Playlist",""
"The Score - Survivor","","","Tudo e qualquer coisa","Playlist",""
"Saint Motel - Preach","","","Tudo e qualquer coisa","Playlist",""
"All Time Low - Kill Ur Vibe","","","Tudo e qualquer coisa","Playlist",""
"Artist Vs Poet - Fresh","","","Tudo e qualquer coisa","Playlist",""
"The Downtown Fiction - I Just Wanna Run","","","Tudo e qualquer coisa","Playlist",""
"Daisuke Ishiwatari - The Lily of steel","","","Tudo e qualquer coisa","Playlist",""
"Cazuza - Bete Balanço","","","Tudo e qualquer coisa","Playlist",""
"Shihoko Hirata · 田中怜子 · 目黒将司 - Heaven","","","Tudo e qualquer coisa","Playlist",""
"Chuck Berry - Johnny B. Goode","","","Tudo e qualquer coisa","Playlist",""
"Daisuke Ishiwatari · Naoki Hashimoto - Six Black Heavens Guns","","","Tudo e qualquer coisa","Playlist",""
"ATLUS Sound Team · 目黒将司 - I'll Face Myself -Battle-","","","Tudo e qualquer coisa","Playlist",""
"Daisuke Ishiwatari - Magnolia Èclair","","","Tudo e qualquer coisa","Playlist",""
"T-Bone Walker - Shufflin' the Blues","","","Tudo e qualquer coisa","Playlist",""
"Freddie King - See See Baby","","","Tudo e qualquer coisa","Playlist",""
"John Lee Hooker - Boom Boom","","","Tudo e qualquer coisa","Playlist",""
"The Jimi Hendrix Experience - Red House","","","Tudo e qualquer coisa","Playlist",""
"B.B. King - Lucille","","","Tudo e qualquer coisa","Playlist",""
"Stevie Ray Vaughan & Double Trouble - Love Me Darlin'","","","Tudo e qualquer coisa","Playlist",""
"Buddy Guy - Damn Right, I've Got the Blues","","","Tudo e qualquer coisa","Playlist",""
"Freddie King - I Love the Woman (Remastered 2015)","","","Tudo e qualquer coisa","Playlist",""
"Joe Bonamassa - Blues Deluxe","","","Tudo e qualquer coisa","Playlist",""
"T-Bone Walker - T-Bone Shuffle","","","Tudo e qualquer coisa","Playlist",""
"Stevie Ray Vaughan & Double Trouble - Cold Shot","","","Tudo e qualquer coisa","Playlist",""
"Aerosmith - Sweet Emotion","","","Tudo e qualquer coisa","Playlist",""
"Stevie Ray Vaughan & Double Trouble - Pride and Joy","","","Tudo e qualquer coisa","Playlist",""
"Good Kid · David Wood · Jacob Tsafatinos · Jonathon Kereliuk · Michael Kozakov · Nicholas Frosst - Premier Inn","","","Tudo e qualquer coisa","Playlist",""
"twenty one pilots - Tear in My Heart","","","Tudo e qualquer coisa","Playlist",""
"Red Hot Chili Peppers - Sick Love","","","Tudo e qualquer coisa","Playlist",""
"Good Kid · David Wood · Jacob Tsafatinos · Jonathon Kereliuk · Michael Kozakov · Nicholas Frosst - Break","","","Tudo e qualquer coisa","Playlist",""
"Paramore - Hard Times","","","Tudo e qualquer coisa","Playlist",""
"ALEXSUCKS - What're We Doing Here","","","Tudo e qualquer coisa","Playlist",""
"Pierce The Veil - Karma Police","","","Tudo e qualquer coisa","Playlist",""
"BUMP OF CHICKEN - Souvenir","","","Tudo e qualquer coisa","Playlist",""
"Mountain - Mississippi Queen","","","Tudo e qualquer coisa","Playlist",""
"John Mayer - Free Fallin' (Live at the Nokia Theatre, Los Angeles, CA - December 2007)","","","Tudo e qualquer coisa","Playlist",""
"John Mayer - Last Train Home","","","Tudo e qualquer coisa","Playlist",""
"John Mayer - Heartbreak Warfare","","","Tudo e qualquer coisa","Playlist",""
"John Mayer - New Light","","","Tudo e qualquer coisa","Playlist",""
"John Mayer - Slow Dancing in a Burning Room","","","Tudo e qualquer coisa","Playlist",""
"Mayumi Fujita · Lotus Juice · Lotus Juice · 喜多條敦志 · 喜多條敦志 - Pull the Trigger","","","Tudo e qualquer coisa","Playlist",""
"Godsmack - I Stand Alone","","","Tudo e qualquer coisa","Playlist",""
"Linkin Park - Faint","","","Tudo e qualquer coisa","Playlist",""
"Papa Roach - Last Resort","","","Tudo e qualquer coisa","Playlist",""
"Persona 3 Reload OST - When the Moon is reaching out stars [FINAL WASH OF 2024!] HQ","","","Tudo e qualquer coisa","Playlist",""
"Full Moon, Full Life  -Full-","","","Tudo e qualquer coisa","Playlist",""
"Persona 3 reload / Colour your night lyrics","","","Tudo e qualquer coisa","Playlist",""
"John Mayer - Waiting On the World to Change","","","Tudo e qualquer coisa","Playlist",""
"The Strokes - Last Nite","","","Tudo e qualquer coisa","Playlist",""
"Weezer - Say It Ain't So","","","Tudo e qualquer coisa","Playlist",""
"Jet - Are You Gonna Be My Girl","","","Tudo e qualquer coisa","Playlist",""
"Foster The People - Imagination","","","Tudo e qualquer coisa","Playlist",""
"twenty one pilots - The Hype","","","Tudo e qualquer coisa","Playlist",""
"ATLUS Sound Team · 目黒将司 - Like a dream come true","","","Tudo e qualquer coisa","Playlist",""
"Arctic Monkeys - Brianstorm","","","Tudo e qualquer coisa","Playlist",""
"I DONT KNOW HOW BUT THEY FOUND ME - SIXFT","","","Tudo e qualquer coisa","Playlist",""
"twenty one pilots - The Outside","","","Tudo e qualquer coisa","Playlist",""
"twenty one pilots - Overcompensate","","","Tudo e qualquer coisa","Playlist",""
"Deftones - Minerva","","","Tudo e qualquer coisa","Playlist",""
"Fall Out Boy - So Much (For) Stardust","","","Tudo e qualquer coisa","Playlist",""
"Panic! At The Disco - I Write Sins Not Tragedies","","","Tudo e qualquer coisa","Playlist",""
"The End Of Evangelion - Komm Süsser Tod - Come Sweet Death (HQ)","","","Tudo e qualquer coisa","Playlist",""
"Red Hot Chili Peppers - Give It Away","","","Tudo e qualquer coisa","Playlist",""
"Daisuke Ishiwatari · Naoki Hashimoto · Arc System Works - Smell of the Game","","","Tudo e qualquer coisa","Playlist",""
"Coda · 及川眠子 · 大森俊之 · 大森俊之 - Fighting Gold","","","Tudo e qualquer coisa","Playlist",""
"Lyn · Benjamin Franklin · アトラスサウンドチーム · コーエーテクモサウンド - Last Surprise -Scramble-","","","Tudo e qualquer coisa","Playlist",""
"Lyn · アトラスサウンドチーム · コーエーテクモサウンド · コーエーテクモサウンド - Daredevil","","","Tudo e qualquer coisa","Playlist",""
"Shihoko Hirata · Lotus Juice · Lotus Juice · 喜多條敦志 - Break Out Of...","","","Tudo e qualquer coisa","Playlist",""
"Daisuke Ishiwatari · Naoki Hashimoto - Ride the Fire!","","","Tudo e qualquer coisa","Playlist",""
"Lyn · Benjamin Franklin · アトラスサウンドチーム · コーエーテクモサウンド - Rivers In the Desert -Scramble-","","","Tudo e qualquer coisa","Playlist",""
"Daisuke Ishiwatari · Naoki Hashimoto - SHOTGUN & HEAD","","","Tudo e qualquer coisa","Playlist",""
